product_id,transaction_id,customer_id,quantity_stock,expiry_date,price,product_name,total_revenue,payment_method,purchase_date,,,,
751,T000750,C8243,630,14-09-2027,2100,Toys,153.12,PayPal,04-02-2025,,,,
752,T000751,C2482,631,15-09-2027,2100,Electronics,151.28,Credit Card,07-09-2024,,,,
753,T000752,C4709,632,16-09-2027,2100,Home,20.42,Crypto,12/28/2024,,,,
754,T000753,C3106,633,17-09-2027,2100,Home,200.3,Crypto,12/23/2024,,,,
755,T000754,C3621,634,18-09-2027,2100,Clothing,62.34,Credit Card,11/29/2024,,,,
756,T000755,C6728,635,19-09-2027,2100,Toys,111.43,Credit Card,07-03-2024,,,,
757,T000756,C3655,636,20-09-2027,2100,Beauty,0.45,PayPal,11-09-2024,,,,
758,T000757,C9904,637,21-09-2027,2100,Electronics,68.87,Crypto,4/24/2025,,,,
759,T000758,C2091,638,22-09-2027,2100,Beauty,118.39,Credit Card,4/22/2025,,,,
760,T000759,C8979,639,23-09-2027,2100,Toys,9.4,Credit Card,3/18/2025,,,,
761,T000760,C8368,640,24-09-2027,2100,Toys,283.06,Credit Card,12-11-2024,,,,
762,T000761,C4657,641,25-09-2027,2100,Toys,34.57,Gift Card,04-04-2025,,,,
763,T000762,C5428,642,26-09-2027,2100,Clothing,139,Gift Card,12/22/2024,,,,
764,T000763,C8407,643,27-09-2027,2100,Clothing,2.12,Credit Card,4/21/2025,,,,
765,T000764,C9884,644,28-09-2027,2100,Electronics,38.63,PayPal,9/28/2024,,,,
766,T000765,C2019,645,29-09-2027,2100,Toys,71.52,Credit Card,11/13/2024,,,,
767,T000766,C9603,646,30-09-2027,2100,Beauty,37.88,Credit Card,09-07-2024,,,,
768,T000767,C3181,647,01-10-2027,2100,Beauty,117.19,Crypto,10/27/2024,,,,
769,T000768,C7605,648,02-10-2027,2100,Home,33.07,Gift Card,02-08-2025,,,,
770,T000769,C4173,649,03-10-2027,2100,Toys,65.1,Crypto,04-02-2025,,,,
771,T000770,C8848,650,04-10-2027,2100,Clothing,13.64,PayPal,09-03-2024,,,,
772,T000771,C3732,651,05-10-2027,2100,Electronics,25.06,Credit Card,11/27/2024,,,,
773,T000772,C3412,652,06-10-2027,2100,Beauty,157.68,PayPal,3/22/2025,,,,
774,T000773,C9644,653,07-10-2027,2100,Electronics,26.85,Gift Card,4/28/2025,,,,
775,T000774,C3580,654,08-10-2027,2100,Electronics,112.9,Gift Card,09-11-2024,,,,
776,T000775,C3667,655,09-10-2027,2100,Beauty,160.69,Credit Card,08-07-2024,,,,
777,T000776,C4422,656,10-10-2027,2100,Toys,121.95,PayPal,06-07-2025,,,,
778,T000777,C6783,657,11-10-2027,2100,Home,129.12,Gift Card,12/26/2024,,,,
779,T000778,C9283,658,12-10-2027,2100,Beauty,8.31,Credit Card,3/16/2025,,,,
780,T000779,C5701,659,13-10-2027,2100,Clothing,49.31,Credit Card,8/15/2024,,,,
781,T000780,C9810,660,14-10-2027,2100,Clothing,65.02,Crypto,11/24/2024,,,,
782,T000781,C8010,661,15-10-2027,2100,Electronics,60.15,Gift Card,1/28/2025,,,,
783,T000782,C5709,662,16-10-2027,2100,Electronics,45.47,PayPal,11/29/2024,,,,
784,T000783,C2487,663,17-10-2027,2100,Electronics,10.83,Crypto,10-08-2024,,,,
785,T000784,C2234,664,18-10-2027,2100,Home,120.14,Gift Card,4/20/2025,,,,
786,T000785,C2524,665,19-10-2027,2100,Electronics,37.48,Crypto,01-01-2025,,,,
787,T000786,C8214,666,20-10-2027,2100,Home,12.98,Crypto,8/27/2024,,,,
788,T000787,C8915,667,21-10-2027,2100,Home,10.17,PayPal,3/18/2025,,,,
789,T000788,C6092,668,22-10-2027,2100,Beauty,80.22,PayPal,6/20/2025,,,,
790,T000789,C5602,669,23-10-2027,2100,Clothing,179.6,Gift Card,5/25/2025,,,,
791,T000790,C6050,670,24-10-2027,2100,Electronics,29.99,Credit Card,08-05-2024,,,,
792,T000791,C3348,671,25-10-2027,2100,Electronics,45.82,Gift Card,11/21/2024,,,,
793,T000792,C4151,672,26-10-2027,2100,Beauty,243.31,PayPal,10/25/2024,,,,
794,T000793,C5155,673,27-10-2027,2100,Electronics,20.57,Credit Card,5/20/2025,,,,
795,T000794,C3630,674,28-10-2027,2100,Electronics,66.89,Gift Card,1/25/2025,,,,
796,T000795,C7537,675,29-10-2027,2100,Home,10.23,Gift Card,12-03-2024,,,,
797,T000796,C8116,676,30-10-2027,2100,Beauty,11.1,Crypto,3/24/2025,,,,
798,T000797,C5576,677,31-10-2027,2100,Home,208.63,Crypto,03-05-2025,,,,
799,T000798,C6911,678,01-11-2027,2100,Clothing,64.68,Crypto,4/19/2025,,,,
800,T000799,C6540,679,02-11-2027,2100,Beauty,80.4,Gift Card,4/21/2025,,,,
801,T000800,C7454,680,03-11-2027,2100,Toys,52.05,Crypto,03-12-2025,,,,
802,T000801,C4847,681,04-11-2027,2100,Toys,7.89,PayPal,6/25/2025,,,,
803,T000802,C6544,682,05-11-2027,2100,Electronics,116.33,Crypto,9/16/2024,,,,
804,T000803,C4616,683,06-11-2027,2100,Beauty,12.32,PayPal,05-04-2025,,,,
805,T000804,C6136,684,07-11-2027,2100,Beauty,15.98,Credit Card,08-02-2024,,,,
806,T000805,C1138,685,08-11-2027,2100,Home,18.84,Gift Card,3/21/2025,,,,
807,T000806,C8684,686,09-11-2027,2100,Toys,130.63,Gift Card,7/26/2024,,,,
808,T000807,C2625,687,10-11-2027,2100,Electronics,134.45,Gift Card,04-01-2025,,,,
809,T000808,C4191,688,11-11-2027,2100,Beauty,72.23,Crypto,3/22/2025,,,,
810,T000809,C1797,689,12-11-2027,2100,Clothing,71.71,PayPal,1/14/2025,,,,
811,T000810,C5315,690,13-11-2027,2100,Beauty,0.22,Credit Card,05-09-2025,,,,
812,T000811,C1072,691,14-11-2027,2100,Toys,25.5,Gift Card,10/19/2024,,,,
813,T000812,C4560,692,15-11-2027,2100,Beauty,142.45,Crypto,11/27/2024,,,,
814,T000813,C3615,693,16-11-2027,2100,Beauty,5.92,Credit Card,06-07-2025,,,,
815,T000814,C6581,694,17-11-2027,2100,Electronics,13.98,Gift Card,11-07-2024,,,,
816,T000815,C2560,695,18-11-2027,2100,Clothing,89.9,Crypto,11/18/2024,,,,
817,T000816,C7662,696,19-11-2027,2100,Clothing,65.68,Credit Card,1/24/2025,,,,
818,T000817,C3544,697,20-11-2027,2100,Clothing,47.76,PayPal,5/15/2025,,,,
819,T000818,C4637,698,21-11-2027,2100,Toys,160.48,PayPal,10-09-2024,,,,
820,T000819,C8102,699,22-11-2027,2100,Beauty,17.67,PayPal,8/14/2024,,,,
821,T000820,C9053,700,23-11-2027,2100,Beauty,13.15,Crypto,12/17/2024,,,,
822,T000821,C1147,701,24-11-2027,2100,Electronics,15.61,Crypto,6/28/2024,,,,
823,T000822,C1664,702,25-11-2027,2100,Electronics,1.01,Credit Card,12-06-2024,,,,
824,T000823,C6554,703,26-11-2027,2100,Toys,157.77,Gift Card,9/27/2024,,,,
825,T000824,C8968,704,27-11-2027,2100,Toys,8.34,Gift Card,12/27/2024,,,,
826,T000825,C5602,705,28-11-2027,2100,Beauty,3.05,Gift Card,3/21/2025,,,,
827,T000826,C2594,706,29-11-2027,2100,Beauty,110.18,Credit Card,03-11-2025,,,,
828,T000827,C3471,707,30-11-2027,2100,Beauty,70.78,Crypto,5/15/2025,,,,
829,T000828,C2994,708,01-12-2027,2100,Electronics,4.92,PayPal,1/14/2025,,,,
830,T000829,C4278,709,02-12-2027,2100,Home,122.37,Crypto,12/31/2024,,,,
831,T000830,C9907,710,03-12-2027,2100,Electronics,61.44,Gift Card,11/27/2024,,,,
832,T000831,C1302,711,04-12-2027,2100,Beauty,15.46,PayPal,11-02-2024,,,,
833,T000832,C9016,712,05-12-2027,2100,Beauty,174.81,PayPal,1/27/2025,,,,
834,T000833,C3441,713,06-12-2027,2100,Home,49.44,Credit Card,11/20/2024,,,,
835,T000834,C9098,714,07-12-2027,2100,Home,115.19,Credit Card,02-08-2025,,,,
836,T000835,C4507,715,08-12-2027,2100,Beauty,78.28,Credit Card,12-08-2024,,,,
837,T000836,C8217,716,09-12-2027,2100,Toys,2.87,Credit Card,02-07-2025,,,,
838,T000837,C6892,717,10-12-2027,2100,Beauty,100.78,PayPal,10-03-2024,,,,
839,T000838,C7508,718,11-12-2027,2100,Toys,38.27,Crypto,09-09-2024,,,,
840,T000839,C7651,719,12-12-2027,2100,Home,142.73,Gift Card,4/24/2025,,,,
841,T000840,C7241,720,13-12-2027,2100,Beauty,24.1,Crypto,10-11-2024,,,,
842,T000841,C5351,721,14-12-2027,2100,Home,72.64,Credit Card,12/26/2024,,,,
843,T000842,C1317,722,15-12-2027,2100,Electronics,4.67,Credit Card,4/15/2025,,,,
844,T000843,C8040,723,16-12-2027,2100,Beauty,304.23,Crypto,11/21/2024,,,,
845,T000844,C6944,724,17-12-2027,2100,Electronics,118.93,PayPal,6/15/2025,,,,
846,T000845,C7884,725,18-12-2027,2100,Beauty,239.79,Crypto,12-07-2024,,,,
847,T000846,C3295,726,19-12-2027,2100,Electronics,48.5,Crypto,06-01-2025,,,,
848,T000847,C9854,727,20-12-2027,2100,Beauty,22.62,Crypto,01-01-2025,,,,
849,T000848,C3549,728,21-12-2027,2100,Toys,91.32,Crypto,01-08-2025,,,,
850,T000849,C6331,729,22-12-2027,2100,Electronics,50.73,Credit Card,10/27/2024,,,,
851,T000850,C1983,730,23-12-2027,2100,Electronics,51.25,Credit Card,12/17/2024,,,,
852,T000851,C2125,731,24-12-2027,2100,Home,79.73,PayPal,4/30/2025,,,,
853,T000852,C5813,732,25-12-2027,2100,Electronics,65.01,Crypto,11/19/2024,,,,
854,T000853,C4773,733,26-12-2027,2100,Home,59.64,Credit Card,03-07-2025,,,,
855,T000854,C3475,734,27-12-2027,2100,Toys,30.16,Crypto,04-12-2025,,,,
856,T000855,C5838,735,28-12-2027,2100,Clothing,183.11,Gift Card,10/14/2024,,,,
857,T000856,C9519,736,29-12-2027,2100,Home,0.46,Credit Card,01-06-2025,,,,
858,T000857,C5309,737,30-12-2027,2100,Beauty,141.53,Gift Card,06-12-2025,,,,
859,T000858,C2074,738,31-12-2027,2100,Toys,77.94,Gift Card,3/28/2025,,,,
860,T000859,C2275,739,01-01-2028,2100,Electronics,31.84,Gift Card,5/17/2025,,,,
861,T000860,C1455,740,02-01-2028,2100,Clothing,70.1,Credit Card,10/22/2024,,,,
862,T000861,C1246,741,03-01-2028,2100,Electronics,6.57,PayPal,3/29/2025,,,,
863,T000862,C8985,742,04-01-2028,2100,Electronics,10.4,Gift Card,07-05-2024,,,,
864,T000863,C4270,743,05-01-2028,2100,Electronics,15.44,PayPal,09-01-2024,,,,
865,T000864,C1450,744,06-01-2028,2100,Beauty,39.68,Gift Card,7/19/2024,,,,
866,T000865,C3058,745,07-01-2028,2100,Home,189.54,Gift Card,03-12-2025,,,,
867,T000866,C7339,746,08-01-2028,2100,Electronics,17.79,Credit Card,10/16/2024,,,,
868,T000867,C4422,747,09-01-2028,2100,Home,175.67,Gift Card,08-03-2024,,,,
869,T000868,C2969,748,10-01-2028,2100,Toys,117.46,Gift Card,06-05-2025,,,,
870,T000869,C4119,749,11-01-2028,2100,Home,158.01,Gift Card,09-07-2024,,,,
871,T000870,C5266,750,12-01-2028,2100,Home,42.55,Crypto,11/16/2024,,,,
872,T000871,C7391,751,13-01-2028,2100,Home,9.27,Gift Card,4/23/2025,,,,
873,T000872,C3504,752,14-01-2028,2100,Electronics,115.4,Credit Card,11/24/2024,,,,
874,T000873,C1935,753,15-01-2028,2100,Toys,76.62,Crypto,1/17/2025,,,,
875,T000874,C8678,754,16-01-2028,2100,Clothing,48.32,Gift Card,01-02-2025,,,,
876,T000875,C4889,755,17-01-2028,2100,Beauty,3.31,Credit Card,6/30/2024,,,,
877,T000876,C5657,756,18-01-2028,2100,Clothing,91.16,Crypto,3/15/2025,,,,
878,T000877,C7688,757,19-01-2028,2100,Home,45.98,PayPal,03-04-2025,,,,
879,T000878,C9079,758,20-01-2028,2100,Electronics,178.64,PayPal,4/21/2025,,,,
880,T000879,C4309,759,21-01-2028,2100,Beauty,7.25,Credit Card,02-09-2025,,,,
881,T000880,C2126,760,22-01-2028,2100,Toys,91.07,Gift Card,9/18/2024,,,,
882,T000881,C6340,761,23-01-2028,2100,Clothing,29.09,PayPal,2/25/2025,,,,
883,T000882,C5933,762,24-01-2028,2100,Clothing,59.37,Crypto,03-01-2025,,,,
884,T000883,C9015,763,25-01-2028,2100,Beauty,128.73,Gift Card,11/24/2024,,,,
885,T000884,C8730,764,26-01-2028,2100,Clothing,45,Crypto,3/21/2025,,,,
886,T000885,C2660,765,27-01-2028,2100,Toys,98.54,PayPal,04-09-2025,,,,
887,T000886,C1704,766,28-01-2028,2100,Home,1.86,Crypto,2/18/2025,,,,
888,T000887,C8500,767,29-01-2028,2100,Home,35,Credit Card,05-10-2025,,,,
889,T000888,C6443,768,30-01-2028,2100,Electronics,155.17,PayPal,4/19/2025,,,,
890,T000889,C6839,769,31-01-2028,2100,Home,29.81,Credit Card,01-10-2025,,,,
891,T000890,C8989,770,01-02-2028,2100,Clothing,59.74,PayPal,12/31/2024,,,,
892,T000891,C1201,771,02-02-2028,2100,Home,30.15,Gift Card,11-01-2024,,,,
893,T000892,C5961,772,03-02-2028,2100,Home,20.52,PayPal,4/19/2025,,,,
894,T000893,C5715,773,04-02-2028,2100,Beauty,107.81,Crypto,3/18/2025,,,,
895,T000894,C9584,774,05-02-2028,2100,Home,116.21,PayPal,02-11-2025,,,,
896,T000895,C4786,775,06-02-2028,2100,Toys,124.52,PayPal,10/29/2024,,,,
897,T000896,C1278,776,07-02-2028,2100,Clothing,4.92,PayPal,03-08-2025,,,,
898,T000897,C5906,777,08-02-2028,2100,Beauty,1.14,PayPal,03-02-2025,,,,
899,T000898,C5282,778,09-02-2028,2100,Home,164.65,Credit Card,12-08-2024,,,,
900,T000899,C5261,779,10-02-2028,2100,Beauty,26.94,Credit Card,4/13/2025,,,,
901,T000900,C8566,780,11-02-2028,2100,Toys,72.88,Credit Card,05-06-2025,,,,
902,T000901,C4961,781,12-02-2028,2100,Home,43.27,Gift Card,8/19/2024,,,,
903,T000902,C5917,782,13-02-2028,2100,Clothing,11.3,Credit Card,4/16/2025,,,,
904,T000903,C5436,783,14-02-2028,2100,Clothing,215.17,Credit Card,04-11-2025,,,,
905,T000904,C6244,784,15-02-2028,2100,Clothing,24.02,Gift Card,4/25/2025,,,,
906,T000905,C6622,785,16-02-2028,2100,Electronics,22.81,Gift Card,9/16/2024,,,,
907,T000906,C5861,786,17-02-2028,2100,Toys,9.19,PayPal,7/23/2024,,,,
908,T000907,C8131,787,18-02-2028,2100,Home,18.07,PayPal,04-05-2025,,,,
909,T000908,C9636,788,19-02-2028,2100,Home,51.8,Gift Card,9/20/2024,,,,
910,T000909,C5710,789,20-02-2028,2100,Electronics,60.12,Crypto,5/24/2025,,,,
911,T000910,C7319,790,21-02-2028,2100,Clothing,30.31,Crypto,11-04-2024,,,,
912,T000911,C9798,791,22-02-2028,2100,Home,92.85,Crypto,02-05-2025,,,,
913,T000912,C1211,792,23-02-2028,2100,Home,210.15,Gift Card,05-03-2025,,,,
914,T000913,C8582,793,24-02-2028,2100,Home,41.49,Credit Card,6/15/2025,,,,
915,T000914,C4093,794,25-02-2028,2100,Toys,24.83,Credit Card,09-08-2024,,,,
916,T000915,C3456,795,26-02-2028,2100,Toys,31.35,PayPal,12/13/2024,,,,
917,T000916,C6063,796,27-02-2028,2100,Home,4.16,Crypto,06-08-2025,,,,
918,T000917,C3460,797,28-02-2028,2100,Electronics,321.67,Credit Card,11-12-2024,,,,
919,T000918,C7236,798,29-02-2028,2100,Electronics,243.15,Crypto,3/16/2025,,,,
920,T000919,C5857,799,01-03-2028,2100,Home,197.75,Credit Card,8/24/2024,,,,
921,T000920,C2318,800,02-03-2028,2100,Electronics,58.25,Credit Card,03-12-2025,,,,
922,T000921,C5121,801,03-03-2028,2100,Home,3.74,PayPal,3/19/2025,,,,
923,T000922,C7236,802,04-03-2028,2100,Clothing,0.81,Gift Card,09-06-2024,,,,
924,T000923,C3877,803,05-03-2028,2100,Home,14.41,Gift Card,2/19/2025,,,,
925,T000924,C7851,804,06-03-2028,2100,Beauty,14.51,Credit Card,05-10-2025,,,,
926,T000925,C2721,805,07-03-2028,2100,Electronics,245.09,Crypto,10/13/2024,,,,
927,T000926,C3853,806,08-03-2028,2100,Home,73.2,Credit Card,3/23/2025,,,,
928,T000927,C1789,807,09-03-2028,2100,Clothing,185.8,Credit Card,10-01-2024,,,,
929,T000928,C9531,808,10-03-2028,2100,Beauty,27.16,Gift Card,12-07-2024,,,,
930,T000929,C5749,809,11-03-2028,2100,Electronics,100.22,Credit Card,10/18/2024,,,,
931,T000930,C4925,810,12-03-2028,2100,Electronics,48.53,Crypto,6/19/2025,,,,
932,T000931,C2799,811,13-03-2028,2100,Home,146.2,Crypto,12/13/2024,,,,
933,T000932,C3213,812,14-03-2028,2100,Beauty,170.81,Gift Card,06-08-2025,,,,
934,T000933,C3585,813,15-03-2028,2100,Clothing,22.27,Gift Card,1/15/2025,,,,
935,T000934,C3505,814,16-03-2028,2100,Clothing,27.03,Credit Card,11/21/2024,,,,
936,T000935,C8729,815,17-03-2028,2100,Home,174.92,PayPal,3/14/2025,,,,
937,T000936,C9053,816,18-03-2028,2100,Home,11.67,Credit Card,8/28/2024,,,,
938,T000937,C7545,817,19-03-2028,2100,Beauty,14.71,Credit Card,06-02-2025,,,,
939,T000938,C2706,818,20-03-2028,2100,Beauty,160.85,Crypto,03-10-2025,,,,
940,T000939,C3806,819,21-03-2028,2100,Toys,20.71,PayPal,12/25/2024,,,,
941,T000940,C6856,820,22-03-2028,2100,Toys,118.8,PayPal,4/25/2025,,,,
942,T000941,C3774,821,23-03-2028,2100,Beauty,86.84,Crypto,6/18/2025,,,,
943,T000942,C9211,822,24-03-2028,2100,Beauty,35.05,Gift Card,4/28/2025,,,,
944,T000943,C5885,823,25-03-2028,2100,Clothing,68.46,Credit Card,1/24/2025,,,,
945,T000944,C9951,824,26-03-2028,2100,Electronics,33.6,Crypto,10-12-2024,,,,
946,T000945,C1486,825,27-03-2028,2100,Home,8.11,Crypto,03-06-2025,,,,
947,T000946,C8341,826,28-03-2028,2100,Clothing,31.9,Crypto,11-07-2024,,,,
948,T000947,C9270,827,29-03-2028,2100,Beauty,127.64,Gift Card,5/17/2025,,,,
949,T000948,C6339,828,30-03-2028,2100,Home,107.6,PayPal,01-05-2025,,,,
950,T000949,C9169,829,31-03-2028,2100,Home,2.49,Gift Card,2/25/2025,,,,
951,T000950,C7101,830,01-04-2028,2100,Toys,24.51,Crypto,12-08-2024,,,,
952,T000951,C9115,831,02-04-2028,2100,Clothing,44.88,Crypto,2/14/2025,,,,
953,T000952,C1523,832,03-04-2028,2100,Electronics,1.11,Crypto,11-11-2024,,,,
954,T000953,C6386,833,04-04-2028,2100,Beauty,184.1,Crypto,4/21/2025,,,,
955,T000954,C1018,834,05-04-2028,2100,Home,21.97,PayPal,11-09-2024,,,,
956,T000955,C9369,835,06-04-2028,2100,Toys,2.97,Gift Card,10/19/2024,,,,
957,T000956,C7571,836,07-04-2028,2100,Clothing,78.8,Credit Card,11/22/2024,,,,
958,T000957,C3054,837,08-04-2028,2100,Home,133.05,PayPal,1/14/2025,,,,
959,T000958,C5369,838,09-04-2028,2100,Electronics,211.99,Crypto,12/25/2024,,,,
960,T000959,C5306,839,10-04-2028,2100,Clothing,22.65,Crypto,09-02-2024,,,,
961,T000960,C8882,840,11-04-2028,2100,Electronics,87.23,Crypto,8/16/2024,,,,
962,T000961,C1672,841,12-04-2028,2100,Home,146.11,PayPal,7/18/2024,,,,
963,T000962,C4558,842,13-04-2028,2100,Home,2.95,Credit Card,6/22/2025,,,,
964,T000963,C6679,843,14-04-2028,2100,Home,313.47,Credit Card,10/31/2024,,,,
965,T000964,C3024,844,15-04-2028,2100,Toys,357.89,Gift Card,3/31/2025,,,,
966,T000965,C4046,845,16-04-2028,2100,Clothing,11.1,Credit Card,2/28/2025,,,,
967,T000966,C3891,846,17-04-2028,2100,Clothing,28.87,Credit Card,7/19/2024,,,,
968,T000967,C5257,847,18-04-2028,2100,Beauty,102.57,Crypto,12-02-2024,,,,
969,T000968,C9511,848,19-04-2028,2100,Clothing,16.06,PayPal,3/22/2025,,,,
970,T000969,C1455,849,20-04-2028,2100,Toys,58.87,Credit Card,06-04-2025,,,,
971,T000970,C6037,850,21-04-2028,2100,Clothing,31.19,Gift Card,11-06-2024,,,,
972,T000971,C3700,851,22-04-2028,2100,Clothing,236.34,Credit Card,10/15/2024,,,,
973,T000972,C4334,852,23-04-2028,2100,Electronics,38.42,Gift Card,3/27/2025,,,,
974,T000973,C7459,853,24-04-2028,2100,Toys,61.34,PayPal,02-01-2025,,,,
975,T000974,C4715,854,25-04-2028,2100,Clothing,62.72,Credit Card,6/16/2025,,,,
976,T000975,C5457,855,26-04-2028,2100,Electronics,69.5,PayPal,9/17/2024,,,,
977,T000976,C2929,856,27-04-2028,2100,Toys,67.67,Credit Card,09-02-2024,,,,
978,T000977,C9606,857,28-04-2028,2100,Clothing,9.25,Crypto,1/29/2025,,,,
979,T000978,C7026,858,29-04-2028,2100,Beauty,53.48,PayPal,4/19/2025,,,,
980,T000979,C1112,859,30-04-2028,2100,Clothing,92.59,Crypto,4/30/2025,,,,
981,T000980,C9315,860,01-05-2028,2100,Beauty,117.96,PayPal,2/22/2025,,,,
982,T000981,C6029,861,02-05-2028,2100,Home,125.01,Credit Card,12-03-2024,,,,
983,T000982,C2703,862,03-05-2028,2100,Home,141.74,PayPal,12/19/2024,,,,
984,T000983,C2333,863,04-05-2028,2100,Electronics,41.5,PayPal,01-02-2025,,,,
985,T000984,C4621,864,05-05-2028,2100,Clothing,171.7,Crypto,12/18/2024,,,,
986,T000985,C2018,865,06-05-2028,2100,Electronics,1.71,Credit Card,12/20/2024,,,,
987,T000986,C8786,866,07-05-2028,2100,Toys,71.67,Crypto,8/24/2024,,,,
988,T000987,C2688,867,08-05-2028,2100,Home,91.72,Crypto,9/30/2024,,,,
989,T000988,C8303,868,09-05-2028,2100,Beauty,75.88,PayPal,3/18/2025,,,,
990,T000989,C9437,869,10-05-2028,2100,Home,48.63,Credit Card,01-07-2025,,,,
991,T000990,C5106,870,11-05-2028,2100,Home,76.45,Gift Card,7/14/2024,,,,
992,T000991,C2515,871,12-05-2028,2100,Electronics,47.8,Crypto,01-02-2025,,,,
993,T000992,C1648,872,13-05-2028,2100,Toys,10.13,PayPal,09-01-2024,,,,
994,T000993,C8466,873,14-05-2028,2100,Electronics,102.15,Credit Card,1/26/2025,,,,
995,T000994,C1268,874,15-05-2028,2100,Toys,54.29,Crypto,2/17/2025,,,,
996,T000995,C6315,875,16-05-2028,2100,Electronics,5.61,PayPal,7/14/2024,,,,
997,T000996,C8313,876,17-05-2028,2100,Beauty,30.59,Gift Card,05-10-2025,,,,
998,T000997,C1380,877,18-05-2028,2100,Electronics,3.87,Gift Card,4/14/2025,,,,
999,T000998,C4900,878,19-05-2028,2100,Toys,1.89,Gift Card,8/18/2024,,,,
1000,T000999,C8332,879,20-05-2028,2100,Beauty,7.23,PayPal,9/14/2024,,,,
1001,T001000,C6940,880,21-05-2028,2100,Beauty,151.67,Credit Card,3/27/2025,,,,
1002,T001001,C9107,881,22-05-2028,2100,Beauty,6.03,Crypto,10-08-2024,,,,
1003,T001002,C5922,882,23-05-2028,2100,Beauty,63.02,Crypto,6/23/2025,,,,
1004,T001003,C8318,883,24-05-2028,2100,Toys,37.57,Credit Card,2/17/2025,,,,
1005,T001004,C3035,884,25-05-2028,2100,Clothing,51.8,PayPal,4/17/2025,,,,
1006,T001005,C9231,885,26-05-2028,2100,Home,14.46,Crypto,7/26/2024,,,,
1007,T001006,C2839,886,27-05-2028,2100,Home,26.58,Gift Card,11/13/2024,,,,
1008,T001007,C5863,887,28-05-2028,2100,Home,4.09,PayPal,02-08-2025,,,,
1009,T001008,C5009,888,29-05-2028,2100,Electronics,135.31,Gift Card,7/29/2024,,,,
1010,T001009,C9497,889,30-05-2028,2100,Home,26.56,Credit Card,3/29/2025,,,,
1011,T001010,C2364,890,31-05-2028,2100,Electronics,185.76,PayPal,4/21/2025,,,,
1012,T001011,C1341,891,01-06-2028,2100,Home,97.96,PayPal,12/28/2024,,,,
1013,T001012,C6432,892,02-06-2028,2100,Electronics,68.07,PayPal,4/30/2025,,,,
1014,T001013,C8511,893,03-06-2028,2100,Home,164.36,PayPal,8/23/2024,,,,
1015,T001014,C8311,894,04-06-2028,2100,Toys,21.91,Credit Card,02-09-2025,,,,
1016,T001015,C2893,895,05-06-2028,2100,Home,50.12,Crypto,11-09-2024,,,,
1017,T001016,C8490,896,06-06-2028,2100,Beauty,30.79,PayPal,10/20/2024,,,,
1018,T001017,C7008,897,07-06-2028,2100,Beauty,26.16,PayPal,05-10-2025,,,,
1019,T001018,C2367,898,08-06-2028,2100,Electronics,82.3,PayPal,2/26/2025,,,,
1020,T001019,C9420,899,09-06-2028,2100,Clothing,43.14,Credit Card,1/20/2025,,,,
1021,T001020,C4348,900,10-06-2028,2100,Beauty,214.41,Crypto,7/29/2024,,,,
1022,T001021,C1643,901,11-06-2028,2100,Clothing,90.08,PayPal,1/31/2025,,,,
1023,T001022,C7120,902,12-06-2028,2100,Toys,335.52,Credit Card,12/25/2024,,,,
1024,T001023,C8484,903,13-06-2028,2100,Toys,129.96,Gift Card,06-11-2025,,,,
1025,T001024,C6716,904,14-06-2028,2100,Beauty,14.97,Gift Card,01-08-2025,,,,
1026,T001025,C2305,905,15-06-2028,2100,Electronics,81.24,Gift Card,8/16/2024,,,,
1027,T001026,C5827,906,16-06-2028,2100,Beauty,34.84,Crypto,5/25/2025,,,,
1028,T001027,C2410,907,17-06-2028,2100,Clothing,11.96,Gift Card,11/13/2024,,,,
1029,T001028,C7728,908,18-06-2028,2100,Beauty,30.56,Gift Card,9/18/2024,,,,
1030,T001029,C4512,909,19-06-2028,2100,Toys,93.77,PayPal,09-04-2024,,,,
1031,T001030,C4908,910,20-06-2028,2100,Home,176.22,Credit Card,05-07-2025,,,,
1032,T001031,C1944,911,21-06-2028,2100,Electronics,124.14,Credit Card,4/27/2025,,,,
1033,T001032,C2320,912,22-06-2028,2100,Home,203.38,Credit Card,07-07-2024,,,,
1034,T001033,C1372,913,23-06-2028,2100,Toys,80.16,PayPal,5/21/2025,,,,
1035,T001034,C6347,914,24-06-2028,2100,Clothing,22.44,Crypto,12/21/2024,,,,
1036,T001035,C9802,915,25-06-2028,2100,Beauty,78.52,PayPal,12-02-2024,,,,
1037,T001036,C3720,916,26-06-2028,2100,Electronics,18.47,Credit Card,9/14/2024,,,,
1038,T001037,C7316,917,27-06-2028,2100,Home,27.84,PayPal,08-09-2024,,,,
1039,T001038,C5744,918,28-06-2028,2100,Home,28.06,Credit Card,07-08-2024,,,,
1040,T001039,C7919,919,29-06-2028,2100,Toys,15.49,PayPal,4/27/2025,,,,
1041,T001040,C8965,920,30-06-2028,2100,Electronics,163.92,Crypto,06-10-2025,,,,
1042,T001041,C9910,921,01-07-2028,2100,Electronics,13.39,PayPal,9/17/2024,,,,
1043,T001042,C1149,922,02-07-2028,2100,Clothing,20.82,Gift Card,5/23/2025,,,,
1044,T001043,C3408,923,03-07-2028,2100,Toys,22.12,Credit Card,10/21/2024,,,,
1045,T001044,C9981,924,04-07-2028,2100,Electronics,48.38,PayPal,2/19/2025,,,,
1046,T001045,C6935,925,05-07-2028,2100,Electronics,66.04,PayPal,6/19/2025,,,,
